Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g)
Strawberry Yogurt,100 ml,72.0,11.6,2.0,2.0
Yogurt Strawberry (200ml),100 ml,50.0,8.5,1.0,2.0
Bulgarian Style Yogurt Original,100 ml,72.0,11.2,1.6,1.6
Biokul Topping Mocha Granola,100 g,230.0,27.0,9.0,10.0
Bulgarian Style Yogurt Drink Slim Berries,100 ml,80.0,14.5,1.5,2.0
Bulgarian Style Yogurt Blueberry,100 ml,82.5,14.0,2.0,2.0
Plain Yogurt (Low Fat),100 ml,87.5,15.0,0.62,5.0
Yogurt Stick Blueberry,100 g,112.5,17.5,3.75,2.5
Yogurt Drink Lychee,100 ml,83.33,15.42,0.83,2.5
Peach Yoghurt,100 g,100.0,16.25,1.88,5.0
Tummy Yogurt Drink Blueberry Redbeet,100 ml,88.89,17.78,1.39,1.67
Yogurt Strawberry Flavor,100 ml,87.5,16.25,0.62,5.0
Banana Yogurt,100 g,83.0,17.3,0.6,2.1
Yogurt Plain,100 ml,50.0,8.5,1.0,2.0
Yogurt Drink Blueberry,100 ml,64.0,15.2,0.0,0.8
Yoghurt,100 ml,85.71,15.71,1.43,2.86
Yogurt Rasa Aprikot,100 ml,100.0,20.0,0.0,4.0
Natural Plain Skim Yoghurt,100 g,56.0,8.0,0.0,5.6
"Yoghurt Buah (Rendah Lemak,11 gr Protein  per 240 gr)",100 g,105.78,18.76,1.42,4.9
Strawberry Yogurt (125g),100 g,14000.0,2300.0,400.0,400.0
Bulgarian Style Yogurt Blueberry (Botol),100 ml,80.0,13.6,2.0,2.4
Yo! Junior Yogurt,100 ml,80.0,14.0,1.75,1.5
Coffee Cream,100 ml,80.0,15.0,1.5,1.5
Apricot Yogurt,100 ml,80.0,8.0,3.5,5.0
Choco Nut Crunch Yoghurt,100 g,120.0,13.0,6.0,3.0
Oats & Multi Grains Yogurt Bar Berries,100 g,520.0,64.0,24.0,4.0
Cherry Yogurt,100 ml,90.0,15.0,0.5,5.0
Set Yogurt Plain Rendah Lemak,100 ml,70.0,10.0,1.0,5.0
Yogurt Polos Susu Murni,100 g,60.0,4.6,3.21,3.43
Yogurt,100 ml,76.92,16.92,0.0,1.54
Tummy Yogurt Coconut Almond With Coconut Slices,100 g,112.5,21.25,1.88,3.75
Mango Yogurt Drink,100 ml,76.0,12.4,2.4,2.0
Yogurt Strawberry (125ml),100 ml,56.0,10.4,0.8,1.6
Creamix Thick Yogurt Blueberry,100 g,90.91,13.64,3.18,2.73
Yogurt,100 ml,50.0,8.5,1.0,2.0
Yogurt Stick Strawberry,100 g,112.5,17.5,3.75,5.0
Yogurt,100 ml,50.0,8.5,1.0,2.0
Creamy Yogurt Series Honey Granola,100 g,133.33,16.67,5.56,3.33
Greek Yogurt,100 ml,140.0,8.0,8.0,6.0
Greek Style Yogurt with Strawberry,100 g,170.0,18.0,9.0,5.0
Yogurt,100 g,77.78,16.22,0.07,3.11
Blueberry Yoghurt,100 g,8000.0,1300.0,100.0,400.0
Greek Yogurt Plain,100 g,140.0,8.0,8.0,6.0
Yogurt Drink Blueberry,100 ml,72.0,11.6,2.0,2.0
Yogurt,100 ml,82.5,14.0,2.0,2.0
Yogurt Polos tanpa Lemak,100 g,56.0,7.68,0.18,5.73
Strawberry Yoghurt,100 g,100.0,15.0,2.5,3.75
Set Yogurt Plain,100 ml,70.0,10.0,1.0,5.0
Yoguruto Blackcurrant (200ml),100 ml,45.0,8.5,1.0,2.0
Yogurt Drink Blueberry,100 ml,70.0,15.0,0.25,1.0
Yogurt Blueberry,100 ml,100.0,16.25,0.62,6.25
Mango Yogurt,100 g,90.91,14.55,2.73,2.73
Mixed Berry Yogurt,100 g,109.09,17.27,3.18,2.73
Natural Plain Yoghurt,100 g,100.0,10.0,4.0,5.0
Yofit Probiotic,100 ml,61.11,8.33,0.0,5.0
Mango Fruits Yogurt,100 g,92.0,17.2,1.5,2.2
Yoguruto Less Sugar Passionfruit,100 ml,40.0,9.6,0.0,0.8
Greek Style Yoghurt,100 ml,100.0,14.0,2.0,5.0
Greek Yogurt Blueberry,100 g,125.0,12.5,6.25,6.25
Tummy Yogurt Stirred Original,100 g,112.5,21.25,1.88,3.75
Delicyo Strawberry & Banana,100 ml,48.0,9.6,0.4,0.8
Blueberry Redbeet,100 ml,100.0,18.0,2.0,2.0
"Yoghurt Buah (Rendah Lemak, 9 gr Protein  per 240 gr)",100 g,99.0,18.64,1.15,3.98
Yogurt Rasa Mangga,100 ml,110.0,21.0,1.5,4.0
Yoghurt Plain,100 ml,96.0,14.4,3.2,2.8
Tummy Yogurt Lemon,100 g,64.0,10.4,1.2,3.2
Greek Yoghurt Original,100 g,140.0,17.0,4.0,7.0
Yoghurt,100 g,80.0,8.0,3.0,4.0
Greek Yogurt Blueberry,100 ml,96.0,14.4,2.8,3.2
0% Fat Yogurt Strawberry,100 g,40.8,6.08,0.08,3.2
Greek Yogurt Strawberry,100 g,160.0,16.0,8.0,6.0
Probiotic Drink,100 ml,76.92,16.92,0.0,1.54
Original,100 ml,65.0,14.5,0.0,1.0
Greek Style Yogurt,100 ml,88.0,12.0,3.2,3.2
Yogurt Polos (Rendah Lemak ),100 g,63.0,7.04,1.55,5.25
Yogurt Beku,100 g,107.0,19.62,1.47,4.7
Roti Isi Coklat,100 g,280.0,40.0,10.0,5.0
Roti Tawar (2),100 g,270.27,47.3,4.05,8.11
Roti Isi Coklat,100 g,361.11,58.33,11.11,8.33
"Roti Isi (Campur Kering, Komersial)",100 g,178.0,21.7,8.6,3.2
Roti Isi Krim Coklat,100 g,350.0,53.33,11.67,6.67
Roti Isi Keju,100 g,307.69,46.15,10.77,9.23
Roti Isi Krim Coklat (50g),100 g,360.0,48.0,16.0,8.0
Roti Isi Krim Susu,100 g,293.1,50.0,6.9,6.9
Roti Sobek Coklat,100 g,327.1,53.27,9.35,7.48
Roti Isi Selai Stroberi,100 g,291.67,59.72,4.17,5.56
Roti Isi Cokelat,100 g,220.0,32.0,8.0,4.0
Roti Isi Srikaya,100 g,310.34,53.45,7.76,6.9
Roti Abon Ayam Mayo Pedas,100 g,333.33,46.67,11.67,10.0
Roti Mini Isi Krim Keju,100 g,350.0,42.5,15.0,7.5
Roti Kacang,100 g,217.0,42.4,2.17,6.28
Roti Sandwich Isi Coklat,100 g,285.71,45.24,8.33,7.14
Roti Isi Krim Meses,100 g,375.0,52.5,15.0,7.5
Roti O,100 g,430.0,49.0,23.0,6.0
Roti Isi Selai Cokelat,100 g,340.0,56.0,12.0,8.0
Roti Sisir Mentega,100 g,345.45,45.45,16.36,7.27
Roti Isi Pisang Coklat,100 g,266.67,45.56,7.78,5.56
Roti Isi Coklat Keju,100 g,339.62,49.06,11.32,7.55
Roti Multigrain,100 g,251.0,46.4,3.8,10.0
Roti Goreng,100 g,320.0,47.69,11.36,7.18
Roti Manis Pandan Srikaya,100 g,316.67,55.0,6.67,6.67
Roti Tawar Gandum (2),100 g,271.43,47.14,5.0,8.57
Roti Manis Kasur Coklat,100 g,264.44,53.33,5.56,8.89
Sausage Bun,100 g,368.0,40.0,10.0,16.0
Roti Isi Chicken Teriyaki,100 g,277.78,47.22,6.94,9.72
Roti Manis Kasur,100 g,325.0,55.0,8.75,8.75
Roti Isi Coklat,100 g,310.34,50.0,8.62,8.62
Bagelen Cheese,100 g,500.0,60.0,25.0,10.0
Roti Tawar Kupas,100 g,250.0,42.5,5.0,7.5
Selai Srikaya,100 g,350.0,45.0,17.5,5.0
Roti Sandwich,100 g,288.89,55.56,3.33,8.89
Roti Burger,100 g,300.0,50.0,8.0,10.0
Roti,100 g,371.43,60.0,7.14,8.57
Cheese Danish Bread,100 g,320.0,54.0,7.0,8.0
Roti Panggang Mix Fruit,100 g,323.08,60.0,6.15,6.15
Roti Panggang Rasa Durian,100 g,369.23,52.31,15.38,7.69
Roti Kasur Susu,100 g,314.81,53.7,7.41,9.26
Roti Panggang Rasa Coklat,100 g,375.0,52.5,12.5,12.5
Roti Sobek Coklat Keju,100 g,327.1,47.66,11.21,8.41
Roti Isi Daging Ayam,100 g,280.0,45.33,6.67,9.33
Bagelen,100 g,500.0,70.0,20.0,10.0
Roti Sisir Keju,100 g,371.43,54.29,14.29,5.71
Roti Isi Krim Rasa Blueberry,100 g,340.0,58.0,8.0,8.0
Roti Sisir Mentega,100 g,380.0,48.0,18.0,8.0
Roti Coklat Keju,100 g,157.5,23.5,6.38,5.75
Sandwich Margarin Manis,100 g,375.0,42.5,20.0,5.0
Roti Isi Selai Nanas,100 g,342.86,60.0,7.14,8.57
Focaccia,100 g,292.0,40.64,11.11,6.89
Banh Mi,100 g,200.0,29.0,7.0,13.0
Roti Sandwich Funwari Cokelat Pisang,100 g,285.71,45.05,8.79,6.59
Roti Panggang Rasa Susu Vanila,100 g,631.58,52.63,15.79,7.89
Roti Kasur Coklat Keju,100 g,333.33,50.0,13.33,7.78
Roti Tawar Gandum,100 g,150.0,51.43,5.71,10.0
Roti Krim Keju,100 g,333.33,51.67,11.67,5.0
Roti Manis Kasur Kombinasi,100 g,333.33,53.33,8.89,8.89
Krim Moka,100 g,303.03,45.45,10.61,7.58
Roti Stik Abon Ayam,100 g,342.86,52.86,11.43,10.0
Roti Abon,100 g,430.0,40.0,24.0,11.0
Roti Panggang Coklat,100 g,323.08,60.0,6.15,6.15
Roti Tawar Gandum (1),100 g,257.14,44.29,5.0,8.57
Boti Isi Margarin Meses,100 g,357.14,50.0,14.29,7.14
Multigrain Bread,100 g,300.0,47.5,7.5,10.0
Klasik Pan Pandan,100 g,275.0,57.5,1.25,10.0
Dorayaki Custard Coklat,100 g,309.09,58.18,6.36,7.27
Croiss with Cocoa Cream,100 g,400.0,53.33,20.0,6.67
Butter Croissant,100 g,403.23,41.94,22.58,8.06
Roti Sandwich Rasa Pandan Isi Sarikaya,100 g,265.31,46.94,6.12,6.12
Roti Sandwich Isi Spicy Crab Mayo,100 g,211.54,36.54,4.81,5.77
Roti Tawar,100 g,242.11,46.32,3.16,7.37
Roti Tawar Pandan Kupas,100 g,340.91,59.09,5.68,11.36
Sobek Keju,100 g,333.33,55.0,10.0,8.33
Roti Tawar,100 g,290.0,49.0,6.0,9.0
Roti Sandwich Funwari Coklat Stroberi,100 g,263.74,47.25,5.49,5.49
Roti Sandwich Isi Keju,100 g,285.71,38.1,11.9,7.14
Roti Isi Selai Nanas,100 g,305.56,55.56,6.94,8.33
Roti Sandwich Funwari Mangga Cheesecake,100 g,274.73,46.15,7.69,6.59
Roti Isi Krim Vanilla,100 g,380.0,48.0,16.0,8.0
Sandwich Gandum Cokelat Hazelnut,100 g,325.0,45.0,12.5,7.5
Roti Sandwich Isi Tuna Mayo Spicy,100 g,211.54,34.62,5.77,7.69
Kue Bolu,100 g,297.0,57.7,4.3,7.3
Kue Coklat (dengan Campuran Coklat),100 g,367.0,54.6,16.4,4.1
Tart,100 g,278.0,41.55,11.35,3.05
Kue Beras,100 g,224.0,48.69,0.77,4.64
Kue Bolu Coklat,100 g,297.0,54.68,6.05,8.25
Marble Cake,100 g,339.0,61.38,10.89,3.94
Lapis Legit,100 g,415.0,25.26,33.65,5.11
Gold Cake Double Chocolate,100 g,318.18,36.36,15.91,4.55
Kue Tambang,100 g,462.0,54.34,24.13,7.08
Bolu Tape,100 g,324.0,49.69,11.43,5.01
Kue Pia 100 Rasa Pandan,100 g,360.0,68.0,12.0,8.0
Cream Cake Strawberry,100 g,450.0,50.0,25.0,0.0
Graker Richberry Cheese,100 g,450.0,70.0,17.5,5.0
Cream Cake Brownis Isi Krim Strawberry,100 g,400.0,60.0,15.0,0.0
Kuriimu,100 g,368.42,52.63,15.79,5.26
Chocolate Coated Wafer,100 g,500.0,66.67,25.0,8.33
Srikaya Ketan,100 g,264.0,49.07,6.49,2.88
Marshmallow,100 g,416.67,83.33,8.33,0.0
Awug,100 g,90.0,18.17,0.89,1.12
Koya Suuk,100 g,460.0,62.0,17.0,14.0
Bingka,100 g,272.0,39.32,10.68,5.2
Tiramisu,100 g,283.0,24.41,18.2,4.77
Caramelrama,100 g,500.0,70.0,25.0,0.0
Chocolate Strawberry Layer Cake,100 g,400.0,43.75,21.88,6.25
Tiramisu,100 g,283.0,24.41,18.2,4.77
Mug Cake Cokelat,100 g,357.14,50.0,14.29,2.38
Bolu Kukus,100 g,297.0,56.85,4.57,7.01
Japanese Cheese Cake,100 g,303.03,30.3,15.15,9.09
Fresh Cream Dorayaki,100 g,323.94,40.85,14.08,5.63
Red Velvet Cake,100 g,488.64,53.41,29.55,4.55
Steam Cake Strawberry Flavor,100 g,375.0,53.75,15.0,5.0
Kue Mangkok dengan Campuran (Rendah Lemak),100 g,305.0,67.2,3.7,4.3
New York Cheesecake,100 g,388.43,30.0,27.02,6.2
Nextar,100 g,450.0,70.0,20.0,0.0
Toast Slices,100 g,540.0,56.0,30.0,8.0
Nastar,100 g,433.33,63.33,20.0,3.33
Fluffy Cream Roll,100 g,316.46,30.38,18.99,6.33
Yangko,100 g,256.0,58.04,1.1,3.08
Kaliadrem,100 g,338.0,54.28,12.03,3.35
Lapis Bogor Full Talas,100 g,360.0,40.0,18.0,6.0
Lapis Bogor Blackforest,100 g,420.0,44.0,24.0,6.0
Chocolate Butter Cookies,100 g,550.0,58.33,31.67,6.67
Kue Bikang,100 g,188.0,38.34,2.85,2.13
Kue Cincin,100 g,434.0,64.47,18.22,3.33
Bolu Susu Lembang Rasa Coklat,100 g,380.0,42.0,20.0,6.0
Bakpia Kukus Original Cokelat,100 g,400.0,44.0,22.0,6.0
Kue Lapis Kukus Rasa Blackforest,100 g,380.0,42.0,22.0,6.0
Mooncake Kacang Hijau,100 g,400.0,65.0,13.33,5.0
Kue Ku,100 g,357.0,75.79,2.3,6.67
Kue Gambang,100 g,390.0,68.0,10.0,6.0
Kue Keju,100 g,321.0,25.5,22.5,5.5
Wajik,100 g,304.0,68.43,1.36,3.98
Kue Coklat Keju,100 g,389.0,38.44,24.75,6.6
Chokoreto Cookies,100 g,520.0,64.0,24.0,4.0
Nextar Brownies,100 g,450.0,70.0,20.0,0.0
Sumpia Udang Pedas,100 g,500.0,60.0,22.5,10.0
Kacang Tanah,100 g,567.0,16.13,49.24,25.8
Kacang Sangrai Kering (dengan Garam),100 g,585.0,21.51,49.66,23.68
Kacang Panggang,100 g,151.0,21.39,5.15,5.54
Kacang Telur,100 g,560.0,52.0,36.0,4.0
Kacang Panjang Hijau Dimasak (dari Segar),100 g,59.0,7.61,3.1,1.82
Kacang Rebus,100 g,318.0,21.26,22.01,13.5
Kacang Bawang Jumbo,100 g,640.0,16.0,52.0,24.0
Kacang Garing,100 g,600.0,16.0,48.0,32.0
Kacang Polong,100 g,42.0,7.55,0.2,2.8
Kacang Kapri,100 g,98.0,17.59,0.44,6.64
Kacang Atom,100 g,555.56,50.0,33.33,11.11
Kacang Koro,100 g,45.0,56.0,16.0,20.0
Kacang Sangrai Kering (tanpa Garam),100 g,585.0,21.51,49.66,23.68
Kacang Mete,100 g,581.0,30.16,47.77,16.84
Kacang Asin Sangrai Kering,100 g,585.0,21.51,49.66,23.68
Rosta Kacang Panggang,100 g,433.33,53.33,16.67,16.67
Kacang Kriuk,100 g,615.0,433.0,30.0,14.0
Kacang Tolo,100 g,114.0,20.67,0.58,7.38
Kacang Bumbu,100 g,530.0,39.0,30.0,24.0
Kacang Kedelai,100 g,471.0,33.55,25.4,35.22
Ultra Sari Kacang Ijo,100 ml,44.0,10.4,0.0,0.8
Permen Ting Ting,100 g,600.0,40.0,40.0,20.0
Kacang Telur,100 g,480.0,68.0,18.0,8.0
Kacang Atom,100 g,520.0,56.0,28.0,12.0
Sukro Kedele,100 g,500.0,50.0,28.57,14.29
Teri Kacang Balado,100 g,260.0,32.08,11.08,10.77
Kacang Koro Rasa Rumput Laut,100 g,444.44,66.67,13.89,16.67
Red Kidney Beans,100 g,80.0,13.0,0.5,5.0
Cashew Butter,100 g,562.5,31.25,46.88,15.62
Pilus Mie Goreng,100 g,500.0,64.29,28.57,0.0
Kuaci Fuzo Original,100 g,615.38,15.38,46.15,30.77
Unsweetened Crunchy Peanut Butter,100 g,566.67,40.0,33.33,23.33
Peanut Cream Messes,100 g,425.0,57.5,17.5,5.0
Kacang Polong (Polong),100 g,42.0,7.55,0.2,2.8
"Kacang Hijau (Kering Padat, Kaleng)",100 g,69.0,12.58,0.35,4.42
Sohun,100 g,351.0,86.09,0.06,0.16
Kacang Komak,100 g,344.0,60.76,1.69,23.9
Kacang Koro,100 g,450.0,50.0,17.5,25.0
Cashew Honey Butter Flavor,100 g,560.0,48.0,36.0,12.0
13 Bean Soup Mix,100 g,363.64,65.45,1.82,21.82
Kacang Panjang Hijau,100 g,31.0,7.13,0.12,1.82
"Kacang Hitam (Biji Matang, dengan Garam, Dimasak, Direbus)",100 g,132.0,23.71,0.54,8.86
Chocolate Peanut,100 g,583.33,45.83,37.5,12.5
"Kedelai (Biji Matang, dengan Garam, Dimasak, Direbus)",100 g,173.0,9.93,8.97,16.64
Sukro Original,100 g,400.0,65.0,22.5,5.0
"Kacang Campuran Sangrai Kering (dengan Kacang Tanah, dengan Tambahan Garam)",100 g,594.0,25.35,51.45,17.3
Sandwich Kacang,100 g,346.94,40.82,14.29,12.24
Daun Kecipir,100 g,74.0,14.1,1.1,5.85
Selai Kacang Halus (Lemak yang telah Dikurangi),100 g,520.0,35.65,34.0,25.9
Kacang Atom Pedas,100 g,500.0,60.0,26.67,6.67
Mix Nut,100 g,566.67,33.33,40.0,23.33
Muesli (Kering Buah-Buahan dan Kacang-Kacangan),100 g,340.0,77.8,4.9,9.7
Selai Kacang,100 g,600.0,40.0,35.0,20.0
Baked Beans,100 g,90.0,20.0,0.5,1.0
Bubur Kacang Hijau,100 g,108.0,17.76,3.06,3.54
Kacang Garbanzo,100 g,180.0,29.98,2.99,9.54
Kacang Hijau,100 g,81.0,14.46,0.4,5.42
Kacang Jepang Spicy Flavor,100 g,520.0,44.0,32.0,12.0
Buncis,100 g,31.0,7.13,0.12,1.82
Kacang Atom Pedas,100 g,533.33,46.67,33.33,13.33
Kedelai Dimasak (Lemak tidak Ditambahkan dalam Masakan),100 g,172.0,9.87,8.92,16.54
"Kacang Merah (dengan Garam, Dimasak, Direbus)",100 g,127.0,22.8,0.5,8.67
Kacang Koro Kupas,100 g,435.0,47.9,14.78,27.61
"Kedelai (Matang, tanpa Garam, Dimasak, Direbus)",100 g,173.0,9.93,8.97,16.64
Kacang Medan,100 g,560.0,43.0,34.0,19.0
Kacang Koro Broad Beans,100 g,500.0,57.14,14.29,21.43
Lofet Kacang Rasa Daun Jeruk,100 g,600.0,20.0,44.0,32.0
Kacang Kemiri,100 g,691.0,13.86,71.97,9.17
Sari Roti Sandwich Kacang,100 g,346.94,42.86,14.29,12.24
Funwari Roll Kacang Merah Mentega,100 g,328.36,49.25,10.45,5.97
Mix Nuts Aneka Kacang,100 g,500.0,33.33,40.0,23.33
Bumbu Pecel,100 g,440.0,46.0,20.0,18.0
Kacang Atom,100 g,480.0,56.0,28.0,12.0
Sukro Kacang Bersalut BBQ,100 g,444.44,66.67,19.44,5.56
Selai Kacang Mete Original,100 g,646.67,32.0,56.67,33.33
Kacang Panggang Boston,100 g,155.0,22.04,5.06,6.04
Natto,100 g,212.0,14.36,11.0,17.72
"Kedelai (Biji Dewasa, Dikukus, Dimasak)",100 g,81.0,6.53,4.45,8.47
Edamame Deluxe Original,100 g,100.0,8.0,4.0,10.0
Kacang Koro Pedas,100 g,500.0,71.43,21.43,21.43
Kacang Hitam,100 g,91.0,16.56,0.29,6.03
Kacang Arab,100 g,364.0,60.65,6.04,19.3
Kacang Koro Kulit,100 g,125.0,13.0,6.0,5.0
Crunchy Peanut Butter,100 g,566.67,33.33,40.0,23.33
Sumpia Udang Pedas,100 g,500.0,60.0,22.5,10.0
Sukro Kacang Bersalut Original,100 g,520.0,64.0,24.0,8.0
Kacang Kulit,100 g,600.0,16.0,48.0,32.0
Kacang Mede Asin,100 g,625.0,27.5,47.5,20.0
Kacang Emas,100 g,491.0,60.26,24.6,7.15
Sukro Oven Rasa Bawang,100 g,545.45,54.55,31.82,18.18
Kacang Almond Lapis Madu,100 g,600.0,24.0,48.0,24.0
Kacang Kulit,100 g,607.14,17.86,46.43,28.57
Crunchy Peanut Butter,100 g,610.0,7.0,51.0,30.0
Sambal Pedas,100 g,175.0,20.0,10.0,5.0
Sambal Terasi Uleg,100 g,217.39,26.09,13.04,4.35
Sambal Rawit,100 g,125.0,15.0,7.5,5.0
Sambal Terasi,100 g,187.5,25.0,6.25,0.0
Sambal Terasi Rebus,100 g,73.0,11.02,3.05,1.84
Sambal Bawang,100 g,312.5,25.0,18.75,0.0
Sambal Ijo,100 g,225.0,20.0,15.0,5.0
Sambal Geprek,100 g,312.5,25.0,18.75,0.0
Sambal Bawang,100 g,375.0,25.0,18.75,0.0
Saus Sambal,100 g,100.0,26.67,0.0,0.0
Sambal Korek,100 g,225.0,32.5,11.25,2.5
Sambal Terasi,100 g,250.0,16.67,5.56,5.56
Sambal Cumi,100 g,125.0,4.33,6.02,12.89
Sambal Bawang,100 g,318.18,9.09,27.27,0.0
Sambal Roa,100 g,87.0,2.5,3.15,10.5
Sambal Bawang,100 g,333.33,20.0,26.67,6.67
Sambal Ijo,100 g,409.09,9.09,36.36,9.09
Sambel Pecel,100 g,440.0,46.0,20.0,18.0
Sambal Terasi,100 g,166.67,26.67,6.67,6.67
Sambal Rawit,100 g,125.0,15.0,7.5,5.0
Sambal Terasi,100 g,200.0,33.33,6.67,6.67
Sambal Terasi,100 g,200.0,26.67,6.67,6.67
Sambal Rumahan Balado Merah,100 g,230.77,23.08,15.38,0.0
Sambal Pecel Pedas,100 g,1250.0,90.0,80.0,40.0
Saus Sambal,100 g,166.67,33.33,0.0,0.0
Sambal Pedas Dahsyat,100 g,208.33,41.67,0.0,0.0
Sambal Bawang,100 g,266.67,13.33,23.33,6.67
Sambal Bajak,100 g,250.0,25.0,12.5,0.0
Sambal Teri,100 g,375.0,37.5,18.75,12.5
Sambal Terasi,100 g,133.33,13.33,6.67,6.67
Sambal Terasi,100 g,250.0,50.0,2.5,5.0
Sambal Bangkok,100 g,230.77,61.54,0.0,0.0
Sarden Sambal Balado,100 g,115.38,1.28,1.28,23.08
Sambal Ekstra Pedas,100 ml,100.0,26.67,0.0,0.0
Sambal Bangkok,100 g,200.0,40.0,0.0,0.0
Sambal Terasi,100 g,166.67,26.67,3.33,0.0
Sarden dalam Sambal Bangkok,100 g,116.67,10.0,3.33,13.33
Sambal Udang,100 g,137.0,24.59,2.47,4.78
Sambal Kecombrang,100 g,375.0,12.5,37.5,0.0
Sarden Sambal Hijau,100 g,116.67,1.67,4.17,18.33
Homestyle Sambal Terasi,100 g,277.78,44.44,8.33,5.56
Sambal Kecombrang,100 g,375.0,12.5,37.5,0.0
Sambal Asli ABC,100 g,100.0,26.67,0.0,0.0
Sambal Udang,100 g,306.67,26.67,20.0,6.67
Bakmi Sambal Matah,100 g,402.88,43.88,20.14,12.23
Sambal Ijo,100 g,266.67,13.33,20.0,0.0
Sambal Rawit Bawang,100 g,300.0,20.0,20.0,0.0
Sambal Gado Gado,100 g,200.0,26.67,6.67,6.67
Bumbu Racik Nasi Goreng Sambal Matah,100 g,200.0,40.0,0.0,0.0
Sambal Balado,100 g,200.0,20.0,10.0,0.0
Choco Pillow,100 g,450.0,70.0,15.0,10.0
Sambal Goreng Kentang,100 g,102.0,10.15,3.02,8.72
Sambal Korek,100 g,666.67,3.33,70.0,3.33
Saus Sambal,100 ml,166.67,33.33,0.0,0.0
Sambal Terasi Uleg,100 g,187.5,25.0,6.25,0.0
Sambal Pedas Manis,100 g,166.67,41.67,0.0,0.0
Sambal Rebon Kering,100 g,333.33,33.33,16.67,33.33
Sambal Tabur,100 g,333.33,33.33,0.0,0.0
Sambal Ekstra Pedas,100 ml,133.33,33.33,0.0,0.0
Sambal Nusantara Rendang,100 g,250.0,38.89,8.33,5.56
Sambal Bajak,100 g,266.67,26.67,16.67,0.0
Sambal Uleg Udang,100 g,437.5,12.5,37.5,12.5
Cabai Tabur Jambal,100 g,333.33,33.33,0.0,33.33
Saus Sambal Ekstra Pedas,100 ml,133.33,33.33,0.0,0.0
Sambal Pedas Uleg,100 g,175.0,20.0,10.0,5.0
Sambal Pedas Indofood,100 g,111.11,33.33,0.0,0.0
Sambal Kemiri,100 g,225.0,15.0,17.5,5.0
Sambal Uleg Kemiri,100 g,225.0,15.0,17.5,5.0
Bumbu Nasi Goreng Rasa Sambal Matah,100 g,333.33,33.33,0.0,0.0
Soya Bean Sauce with Chillies (Sambal Kecap),100 g,600.0,78.57,28.57,7.14
Sambal Ijo Uleg,100 g,225.0,20.0,15.0,5.0
Sambal Goreng Ati,100 g,250.0,35.71,10.71,7.14
Sambal Fried Chicken,100 g,0.0,12.5,0.0,0.0
Sambal Nusantara Teri,100 g,194.44,33.33,5.56,5.56
Sambal Nusantara Geprek,100 g,138.89,16.67,8.33,5.56
Saus Sambal,100 g,125.0,25.0,0.0,0.0
Sambal Nusantara Hijau,100 g,138.89,22.22,5.56,0.0
Piattos Sambal Geprek,100 g,533.33,66.67,23.33,6.67
Sambal Balado,100 g,500.0,72.22,19.44,5.56
Saus Sambal,100 g,100.0,30.0,0.0,0.0
Sambal Extreme Pedas,100 ml,133.33,33.33,0.0,0.0
Sambal Nusantara Terasi Khas Jawa Barat,100 g,250.0,38.89,8.33,5.56
Sambal Bawang Pedas,100 ml,125.0,25.0,0.0,0.0
Sambal Extra Pedas,100 g,133.33,26.67,0.0,0.0
Mie Sambal Goreng,100 g,465.91,63.64,18.18,10.23
Oatmeal,100 g,416.67,63.89,13.89,11.11
Oatmeal Muesli,100 g,450.0,72.5,12.5,7.5
Sambal Rendang,100 g,250.0,37.5,12.5,0.0
Saus Sambal,100 g,200.0,46.67,0.0,0.0
Sambal Ekstra Pedas,100 g,125.0,33.33,0.0,0.0
Sambal Terasi Ala Sunda,100 g,200.0,30.0,10.0,0.0
Sambal Matah Grilled Chicken,100 g,1411.43,111.43,110.57,100.86
Sambal Terasi,100 g,400.0,26.67,30.0,6.67
Kerupuk Rasa Bawang,100 g,250.0,85.0,0.0,0.0
Krupuk Bawang,100 g,266.67,3.33,23.33,10.0
Kerupuk Goreng Pasir,100 g,357.0,83.52,1.78,1.46
Kerupuk Udang Nusantara,100 g,350.0,75.0,0.0,10.0
Kerupuk Ikan,100 g,520.0,64.0,28.0,4.0
Kerupuk Seblak,100 g,561.0,54.0,36.0,6.0
Kerupuk Mie Kuning,100 g,475.0,69.73,20.77,0.49
Kerupuk Kulit Sapi,100 g,350.0,0.02,4.19,80.12
Kerupuk Udang,100 g,350.0,84.0,0.0,2.0
Opak,100 g,365.0,74.9,3.63,5.95
Kerupuk Ikan Sanggul,100 g,520.0,64.0,28.0,4.0
Kerupuk Koin Pedas,100 g,460.0,19.0,20.0,9.0
Kerupuk Kemplang Panggang,100 g,700.0,160.0,0.0,20.0
Kerupuk Udang Goreng,100 g,500.0,70.0,20.0,0.0
Kerupuk Keriting,100 g,350.0,85.0,0.0,0.0
Emping Melinjo,100 g,350.0,69.79,1.49,12.11
Prawn Crackers,100 g,433.33,76.67,11.67,6.67
Lanting Getuk,100 g,425.0,80.07,10.06,0.8
Rice Crackers Mixed Berries,100 g,375.0,90.0,0.0,5.0
Kerupuk Udang,100 g,120.0,80.0,0.0,10.0
Kerupuk Udang Rasa Kari,100 g,466.67,66.67,20.0,0.0
Lemon Crackers Sandwich,100 g,473.68,68.42,21.05,7.89
Peyek Kacang,100 g,486.0,57.12,26.37,6.33
Snack Red,100 g,450.0,80.0,12.5,10.0
