Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g)
Kacang Tanah,100 g,567.0,16.13,49.24,25.8
Kacang Panggang,100 g,151.0,21.39,5.15,5.54
Kacang Panjang Hijau Dimasak (Dari Segar),100 g,59.0,7.61,3.1,1.82
Kacang Rebus,100 g,318.0,21.26,22.01,13.5
Kacang Bawang Jumbo,100 g,640.0,16.0,52.0,24.0
Kacang Garing,100 g,600.0,16.0,48.0,32.0
Kacang Polong,100 g,42.0,7.55,0.2,2.8
Kacang Kapri,100 g,98.0,17.59,0.44,6.64
Kacang Atom,100 g,555.56,50.0,33.33,11.11
Kacang Koro,100 g,45.0,56.0,16.0,20.0
Kacang Mete,100 g,581.0,30.16,47.77,16.84
Rosta Kacang Panggang,100 g,433.33,53.33,16.67,16.67
Kacang Kriuk,100 g,615.0,433.0,30.0,14.0
Kacang Tolo,100 g,114.0,20.67,0.58,7.38
Kacang Bumbu,100 g,530.0,39.0,30.0,24.0
Kacang Kedelai,100 g,471.0,33.55,25.4,35.22
Ultra Sari Kacang Ijo,100 ml,44.0,10.4,0.0,0.8
Permen Ting Ting,100 g,600.0,40.0,40.0,20.0
Sukro Kedele,100 g,500.0,50.0,28.57,14.29
Teri Kacang Balado,100 g,260.0,32.08,11.08,10.77
Kacang Koro Rasa Rumput Laut,100 g,444.44,66.67,13.89,16.67
Red Kidney Beans,100 g,80.0,13.0,0.5,5.0
Cashew Butter,100 g,562.5,31.25,46.88,15.62
Pilus Mie Goreng,100 g,500.0,64.29,28.57,0.0
Kuaci Fuzo Original,100 g,615.38,15.38,46.15,30.77
Unsweetened Crunchy Peanut Butter,100 g,566.67,40.0,33.33,23.33
Peanut Cream Messes,100 g,425.0,57.5,17.5,5.0
Kacang Polong (Polong),100 g,42.0,7.55,0.2,2.8
Sohun,100 g,351.0,86.09,0.06,0.16
Kacang Komak,100 g,344.0,60.76,1.69,23.9
Cashew Honey Butter Flavor,100 g,560.0,48.0,36.0,12.0
13 Bean Soup Mix,100 g,363.64,65.45,1.82,21.82
Kacang Panjang Hijau,100 g,31.0,7.13,0.12,1.82
"Kacang Hitam (Biji Matang, Dengan Garam, Dimasak, Direbus)",100 g,132.0,23.71,0.54,8.86
Chocolate Peanut,100 g,583.33,45.83,37.5,12.5
"Kedelai (Biji Matang, Dengan Garam, Dimasak, Direbus)",100 g,173.0,9.93,8.97,16.64
Sukro Original,100 g,400.0,65.0,22.5,5.0
Sandwich Kacang,100 g,346.94,40.82,14.29,12.24
Daun Kecipir,100 g,74.0,14.1,1.1,5.85
Selai Kacang Halus (Lemak Yang Telah Dikurangi),100 g,520.0,35.65,34.0,25.9
Kacang Atom Pedas,100 g,500.0,60.0,26.67,6.67
Mix Nut,100 g,566.67,33.33,40.0,23.33
Selai Kacang,100 g,600.0,40.0,35.0,20.0
Baked Beans,100 g,90.0,20.0,0.5,1.0
Bubur Kacang Hijau,100 g,108.0,17.76,3.06,3.54
Kacang Garbanzo,100 g,180.0,29.98,2.99,9.54
Kacang Hijau,100 g,81.0,14.46,0.4,5.42
Kacang Jepang Spicy Flavor,100 g,520.0,44.0,32.0,12.0
Buncis,100 g,31.0,7.13,0.12,1.82
Kedelai Dimasak (Lemak Tidak Ditambahkan Dalam Masakan),100 g,172.0,9.87,8.92,16.54
"Kacang Merah (Dengan Garam, Dimasak, Direbus)",100 g,127.0,22.8,0.5,8.67
Kacang Koro Kupas,100 g,435.0,47.9,14.78,27.61
"Kedelai (Matang, Tanpa Garam, Dimasak, Direbus)",100 g,173.0,9.93,8.97,16.64
Kacang Medan,100 g,560.0,43.0,34.0,19.0
Kacang Koro Broad Beans,100 g,500.0,57.14,14.29,21.43
Kacang Kemiri,100 g,691.0,13.86,71.97,9.17
Sari Roti Sandwich Kacang,100 g,346.94,42.86,14.29,12.24
Funwari Roll Kacang Merah Mentega,100 g,328.36,49.25,10.45,5.97
Mix Nuts Aneka Kacang,100 g,500.0,33.33,40.0,23.33
Bumbu Pecel,100 g,440.0,46.0,20.0,18.0
Sukro Kacang Bersalut Bbq,100 g,444.44,66.67,19.44,5.56
Selai Kacang Mete Original,100 g,646.67,32.0,56.67,33.33
Kacang Panggang Boston,100 g,155.0,22.04,5.06,6.04
Natto,100 g,212.0,14.36,11.0,17.72
"Kedelai (Biji Dewasa, Dikukus, Dimasak)",100 g,81.0,6.53,4.45,8.47
Edamame Deluxe Original,100 g,100.0,8.0,4.0,10.0
Kacang Koro Pedas,100 g,500.0,71.43,21.43,21.43
Kacang Hitam,100 g,91.0,16.56,0.29,6.03
Kacang Arab,100 g,364.0,60.65,6.04,19.3
Kacang Koro Kulit,100 g,125.0,13.0,6.0,5.0
Crunchy Peanut Butter,100 g,566.67,33.33,40.0,23.33
Sukro Kacang Bersalut Original,100 g,520.0,64.0,24.0,8.0
Kacang Kulit,100 g,600.0,16.0,48.0,32.0
Kacang Mede Asin,100 g,625.0,27.5,47.5,20.0
Kacang Emas,100 g,491.0,60.26,24.6,7.15
Sukro Oven Rasa Bawang,100 g,545.45,54.55,31.82,18.18
Kacang Almond Lapis Madu,100 g,600.0,24.0,48.0,24.0
Sambal Pedas,100 g,175.0,20.0,10.0,5.0
Sambal Terasi Uleg,100 g,217.39,26.09,13.04,4.35
Sambal Rawit,100 g,125.0,15.0,7.5,5.0
Sambal Terasi,100 g,187.5,25.0,6.25,0.0
Sambal Terasi Rebus,100 g,73.0,11.02,3.05,1.84
Sambal Bawang,100 g,312.5,25.0,18.75,0.0
Sambal Geprek,100 g,312.5,25.0,18.75,0.0
Saus Sambal,100 g,100.0,26.67,0.0,0.0
Sambal Korek,100 g,225.0,32.5,11.25,2.5
Sambal Cumi,100 g,125.0,4.33,6.02,12.89
Sambal Roa,100 g,87.0,2.5,3.15,10.5
Sambel Pecel,100 g,440.0,46.0,20.0,18.0
Sambal Rumahan Balado Merah,100 g,230.77,23.08,15.38,0.0
Sambal Pecel Pedas,100 g,1250.0,90.0,80.0,40.0
Sambal Pedas Dahsyat,100 g,208.33,41.67,0.0,0.0
Sambal Bajak,100 g,250.0,25.0,12.5,0.0
Sambal Teri,100 g,375.0,37.5,18.75,12.5
Sambal Bangkok,100 g,230.77,61.54,0.0,0.0
Sarden Sambal Balado,100 g,115.38,1.28,1.28,23.08
Sambal Ekstra Pedas,100 ml,100.0,26.67,0.0,0.0
Sarden Dalam Sambal Bangkok,100 g,116.67,10.0,3.33,13.33
Sambal Kecombrang,100 g,375.0,12.5,37.5,0.0
Sarden Sambal Hijau,100 g,116.67,1.67,4.17,18.33
Homestyle Sambal Terasi,100 g,277.78,44.44,8.33,5.56
Sambal Asli Abc,100 g,100.0,26.67,0.0,0.0
Bakmi Sambal Matah,100 g,402.88,43.88,20.14,12.23
Sambal Rawit Bawang,100 g,300.0,20.0,20.0,0.0
Sambal Gado Gado,100 g,200.0,26.67,6.67,6.67
Bumbu Racik Nasi Goreng Sambal Matah,100 g,200.0,40.0,0.0,0.0
Sambal Balado,100 g,200.0,20.0,10.0,0.0
Choco Pillow,100 g,450.0,70.0,15.0,10.0
Sambal Goreng Kentang,100 g,102.0,10.15,3.02,8.72
Sambal Pedas Manis,100 g,166.67,41.67,0.0,0.0
Sambal Tabur,100 g,333.33,33.33,0.0,0.0
Sambal Nusantara Rendang,100 g,250.0,38.89,8.33,5.56
Cabai Tabur Jambal,100 g,333.33,33.33,0.0,33.33
Saus Sambal Ekstra Pedas,100 ml,133.33,33.33,0.0,0.0
Sambal Pedas Uleg,100 g,175.0,20.0,10.0,5.0
Sambal Pedas Indofood,100 g,111.11,33.33,0.0,0.0
Sambal Kemiri,100 g,225.0,15.0,17.5,5.0
Sambal Uleg Kemiri,100 g,225.0,15.0,17.5,5.0
Bumbu Nasi Goreng Rasa Sambal Matah,100 g,333.33,33.33,0.0,0.0
Soya Bean Sauce With Chillies (Sambal Kecap),100 g,600.0,78.57,28.57,7.14
Sambal Ijo Uleg,100 g,225.0,20.0,15.0,5.0
Sambal Goreng Ati,100 g,250.0,35.71,10.71,7.14
Sambal Fried Chicken,100 g,0.0,12.5,0.0,0.0
Sambal Nusantara Teri,100 g,194.44,33.33,5.56,5.56
Sambal Nusantara Geprek,100 g,138.89,16.67,8.33,5.56
Sambal Nusantara Hijau,100 g,138.89,22.22,5.56,0.0
Piattos Sambal Geprek,100 g,533.33,66.67,23.33,6.67
Sambal Extreme Pedas,100 ml,133.33,33.33,0.0,0.0
Sambal Nusantara Terasi Khas Jawa Barat,100 g,250.0,38.89,8.33,5.56
Sambal Bawang Pedas,100 ml,125.0,25.0,0.0,0.0
Sambal Extra Pedas,100 g,133.33,26.67,0.0,0.0
Mie Sambal Goreng,100 g,465.91,63.64,18.18,10.23
Oatmeal,100 g,416.67,63.89,13.89,11.11
Oatmeal Muesli,100 g,450.0,72.5,12.5,7.5
Sambal Rendang,100 g,250.0,37.5,12.5,0.0
Sambal Terasi Ala Sunda,100 g,200.0,30.0,10.0,0.0
Sambal Matah Grilled Chicken,100 g,1411.43,111.43,110.57,100.86
Kerupuk Rasa Bawang,100 g,250.0,85.0,0.0,0.0
Krupuk Bawang,100 g,266.67,3.33,23.33,10.0
Kerupuk Goreng Pasir,100 g,357.0,83.52,1.78,1.46
Kerupuk Ikan,100 g,520.0,64.0,28.0,4.0
Kerupuk Seblak,100 g,561.0,54.0,36.0,6.0
Kerupuk Mie Kuning,100 g,475.0,69.73,20.77,0.49
Kerupuk Kulit Sapi,100 g,350.0,0.02,4.19,80.12
Opak,100 g,365.0,74.9,3.63,5.95
Kerupuk Ikan Sanggul,100 g,520.0,64.0,28.0,4.0
Kerupuk Koin Pedas,100 g,460.0,19.0,20.0,9.0
Kerupuk Kemplang Panggang,100 g,700.0,160.0,0.0,20.0
Kerupuk Udang Goreng,100 g,500.0,70.0,20.0,0.0
Kerupuk Keriting,100 g,350.0,85.0,0.0,0.0
Emping Melinjo,100 g,350.0,69.79,1.49,12.11
Lanting Getuk,100 g,425.0,80.07,10.06,0.8
Rice Crackers Mixed Berries,100 g,375.0,90.0,0.0,5.0
Lemon Crackers Sandwich,100 g,473.68,68.42,21.05,7.89
Peyek Kacang,100 g,486.0,57.12,26.37,6.33
Snack Red,100 g,450.0,80.0,12.5,10.0
Peanut Butter Sandwich,100 g,500.0,63.33,23.33,10.0
Egg Roll,100 g,400.0,80.0,7.5,10.0
Popped Rice Crackers Sea Salt,100 g,400.0,80.0,0.0,8.57
Malkist Cappuccino,100 g,500.0,66.67,22.22,5.56
Kerupuk Udang Rasa Barbeque,100 g,466.67,66.67,23.33,0.0
Malkist Kornet,100 g,444.44,72.22,13.89,11.11
Oat Krunch Chunky Hazelnut,100 g,500.0,65.38,23.08,7.69
Siip Bite Roasted Corn,100 g,500.0,50.0,37.5,0.0
Stik Tenggiri,100 g,475.0,60.0,20.0,15.0
Siip Net,100 g,600.0,50.0,40.0,10.0
Kremesan,100 g,475.0,62.63,24.48,1.5
Peanut Crackers,100 g,520.0,64.0,24.0,8.0
Flying Fish Biscuits,100 g,466.67,70.0,16.67,6.67
Sugar Crackers,100 g,466.67,66.67,20.0,10.0
Pang Pang Jagung Bakar,100 g,447.0,71.27,16.45,3.36
Milkies,100 g,565.22,56.52,30.43,8.7
Kerupuk Keju,100 g,600.0,50.0,45.0,5.0
Milk Chocolate,100 g,440.0,80.0,8.0,8.0
Lemon Cream Crown Biscuit,100 g,500.0,66.67,23.33,10.0
Malkist Cokelat Kelapa,100 g,526.32,57.89,26.32,10.53
Lovely Cream Sandwich Lemon,100 g,480.0,64.0,24.0,8.0
Cheese Flavoured Rings,100 g,500.0,65.0,25.0,5.0
Chicken Flavoured Crackers,100 g,500.0,66.67,23.33,3.33
Siip Chicken Flavour,100 g,500.0,50.0,37.5,0.0
Superco,100 g,500.0,50.0,11.11,5.56
Biskies,100 g,526.32,63.16,28.95,5.26
Lemonia,100 g,500.0,65.0,25.0,5.0
Plain Crackers With Sesame,100 g,438.46,70.77,11.92,11.92
Biskies Chocolate,100 g,500.0,55.0,25.0,5.0
Amplang,100 g,506.0,57.14,27.19,8.07
Kerupuk Udang Rasa Rumput Laut,100 g,500.0,70.0,25.0,0.0
Hokkaido Milk,100 g,440.0,80.0,8.0,8.0
Plain Crackers,100 g,461.54,73.08,13.46,11.54
Malkist Crackers (2),100 g,444.44,72.22,16.67,11.11
Cream Crackers,100 g,483.87,64.52,22.58,9.68
Kerupuk Kulit Kerbau,100 g,422.0,0.0,4.0,83.0
Fugu & Friends,100 g,450.0,70.0,20.0,10.0
Tater Thins Potato Snack Truffle Flavor,100 g,550.0,60.0,30.0,5.0
Onion Chicken,100 g,400.0,80.0,8.0,8.0
Klik Crackers,100 g,500.0,66.67,25.0,8.33
Cream Wafers Strawberry,100 g,480.0,72.0,20.0,4.0
Popped Rice Crackers Roasted Corn,100 g,400.0,80.0,8.0,8.0
Malkist Tabur Keju (3),100 g,470.59,58.82,20.59,11.76
Madeleine Crackers,100 g,554.55,54.55,36.36,9.09
Basreng Pedas,100 g,526.0,55.22,31.02,6.36
Vege Biscuit,100 g,500.0,63.33,23.33,10.0
Pepper Crackers,100 g,500.0,63.33,20.0,10.0
Klapis,100 g,500.0,66.67,27.78,5.56
Choco Sourdough Cracker,100 g,488.0,64.0,20.0,8.0
Crispy Crackers,100 g,500.0,71.43,17.86,7.14
Malkist Sweet Crackers,100 g,476.19,71.43,16.67,9.52
Popped Rice Crackers Umami Seaweed,100 g,400.0,80.0,8.0,8.0
Makaroni Ulir Pedas,100 g,493.0,69.6,23.39,1.06
Biskies Vanilla,100 g,500.0,61.11,27.78,5.56
Vege Crackers,100 g,466.67,66.67,20.0,6.67
Original Sourdough Cracker,100 g,488.0,64.0,20.0,12.0
Cizzring,100 g,470.59,76.47,17.65,0.0
Biskuit Kelapa Kopyor,100 g,500.0,75.0,20.0,5.0
Trenz,100 g,500.0,70.0,20.0,0.0
Dimsum Goreng Keju,100 g,280.0,15.04,18.01,14.06
Sukun Goreng,100 g,223.0,30.64,12.29,1.21
Jukut Goreng,100 g,181.0,16.14,12.16,2.63
Getuk Goreng,100 g,359.0,74.06,6.68,1.31
Ikan Mas Goreng,100 g,117.0,0.17,4.39,18.16
Tape Goreng,100 g,217.0,40.0,5.31,2.04
Ikan Pindang Goreng,100 g,189.0,0.71,10.0,23.09
Pangsit Goreng,100 g,433.33,32.41,29.26,9.63
Ikan Layang Goreng,100 g,220.0,0.61,13.19,24.01
Teh Gelas,100 g,4500.0,1100.0,0.0,0.0
Mi Goreng Kriuk Pedas,100 g,444.44,66.67,15.56,10.0
Mi Goreng Spesial,100 g,487.5,66.25,22.5,7.5
Ikan Belanak Goreng,100 g,169.0,2.51,9.2,18.0
Kentang Goreng French Fries 2000,100 g,450.0,80.0,15.0,0.0
Mie Goreng Rasa Bulgogi,100 g,455.56,68.89,15.56,7.78
Potongan Daging Babi Goreng,100 g,279.0,0.0,18.5,26.41
Sambal Matah,100 g,482.35,60.0,23.53,9.41
Minyak Goreng,100 ml,818.18,0.0,90.91,0.0
Ayam Goreng Bawang Putih,100 g,276.0,5.04,18.06,23.02
Indomie Goreng,100 g,447.06,63.53,16.47,9.41
Kentang Goreng,100 g,180.0,31.0,4.5,4.0
Kentang Goreng (Buatan) Rumah,100 g,185.0,23.39,9.64,2.17
Bawang Merah Goreng,100 g,500.0,50.0,30.0,10.0
Mi Goreng Ayam Geprek,100 g,482.35,57.65,23.53,10.59
Mi Goreng Aceh,100 g,477.78,61.11,21.11,10.0
Mie Goreng Sedaaap,100 g,444.44,67.78,14.44,11.11
Mie Goreng Spesial,100 g,475.0,56.25,25.0,7.5
Fit Active,100 ml,27.27,6.36,0.0,0.3
Bumbu Nasi Goreng Rendang,100 g,375.0,75.0,0.0,0.0
Tango Wafer,100 g,500.0,70.0,20.0,10.0
Goreng Pedes Gledek,100 g,493.33,60.0,24.0,8.0
Extra Pedas Goreng Jalapeno,100 g,447.06,63.53,16.47,9.41
Kol Goreng,100 g,90.0,10.62,4.72,2.76
Bumbu Racik Tempe Goreng,100 g,250.0,50.0,0.0,0.0
Mie Goreng Rasa Rendang,100 g,461.54,59.34,20.88,9.89
Sarden Goreng Dalam Sambal Balado,100 g,183.33,5.0,11.67,13.33
Bihunku Goreng,100 g,383.33,78.33,6.67,3.33
Goreng Special,100 g,383.33,78.33,6.67,3.33
Mi Goreng Rasa Sambal Matah,100 g,482.35,60.0,23.53,9.41
Toge Goreng,100 g,94.0,14.22,2.8,5.25
Mi Goreng Rasa Iga Penyet,100 g,437.5,65.0,16.25,10.0
Spix Mi Goreng,100 g,533.33,60.0,26.67,6.67
Soto Betawi,100 g,135.0,11.44,8.85,4.05
Bumbu Soto Ayam,100 g,200.0,20.0,10.0,10.0
Soto Bandung,100 g,42.0,2.51,1.71,4.48
Soto Padang,100 g,126.99,11.09,6.69,5.86
Rasa Soto Ayam,100 g,467.53,58.44,20.78,10.39
Lemonilo Soto Koya,100 g,366.67,68.33,5.0,11.67
Tongseng Khas Solo,100 g,269.23,38.46,11.54,0.0
Mi Rebus Soto,100 g,57.14,8.57,1.43,0.0
Mie Gaga 100 Extra Pedas Kuah Soto,100 g,440.0,60.0,17.33,12.0
Indomie Soto Koya Pedas Dower,100 g,460.53,60.53,19.74,9.21
Soto Spesial,100 g,440.0,58.67,18.67,9.33
Rasa Soto Ayam Dengan Nasi,100 g,466.67,64.0,20.0,9.33
Soto Koya Nagih,100 g,460.53,60.53,19.74,10.53
Racik Bumbu Spesial Soto Ayam,100 g,222.22,22.22,11.11,11.11
Rawon,100 g,119.0,3.48,7.4,9.6
Bumbu Nasi Goreng Soto,100 g,250.0,50.0,0.0,0.0
Nasi Goreng Soto,100 g,250.0,50.0,0.0,0.0
Mie Instan Kuah Rasa Soto Koya,100 g,366.67,68.33,5.0,11.67
Vegan Noodle Rasa Soto,100 g,458.82,60.0,20.0,8.24
Sarimi Isi 2 Rasa Soto,100 g,407.08,54.87,17.7,7.96
Sarimi Gelas Rasa Soto Ayam,100 g,466.67,53.33,23.33,10.0
Fitmee Rasa Soto,100 g,65.22,10.87,2.17,0.0
Super Bubur Dengan Kuah Soto,100 g,413.04,76.09,8.7,8.7
Pake Nasi Rasa Soto Ayam,100 g,466.67,64.0,20.0,9.33
Mi Instan Konyaku Rasa Soto,100 g,65.22,10.87,2.17,0.0
Mie Sedaap Cup Soto,100 g,480.52,55.84,24.68,11.69
Mie Sukses Isi 2 Rasa Soto,100 g,450.45,63.06,16.22,11.71
Pop Mie Mini Rasa Soto Mie,100 g,435.9,56.41,20.51,7.69
Mie Rasa Soto Koya Pedas Dower,100 g,460.53,60.53,19.74,9.21
Jiwa Pagi Rasa Soto,100 g,369.23,63.08,6.15,15.38
Rasa Soto Madura,100 g,463.41,59.76,19.51,10.98
Baked Soto,100 g,381.58,72.37,5.92,9.21
Bihunku Seduh Rasa Soto Ayam,100 g,333.33,79.17,0.0,0.0
Oatmeal Rasa Soto Ayam,100 g,392.86,64.29,7.14,14.29
Rasa Soto Padang,100 g,440.0,58.67,18.67,10.67
Soto Banjar Limau Kuit,100 g,453.33,60.0,18.67,9.33
Mie Rasa Soto Lamongan,100 g,450.0,60.0,17.5,12.5
Bihun Rasa Soto Ayam,100 g,363.64,9.09,0.0,0.0
Soto Daging,100 g,200.0,20.0,5.0,10.0
Soto Medan,100 g,442.86,60.0,17.14,10.0
Bumbu Praktis Soto Ayam,100 g,125.0,25.0,0.0,0.0
Nasindo Rasa Soto,100 g,107.69,21.54,1.54,1.54
Supermi Extra Rasa Soto Daging,100 g,440.0,65.0,15.0,9.0
Mie Gelas Rasa Soto Ayam,100 g,480.0,60.0,24.0,12.0
Mi Coto Makassar,100 g,440.0,61.33,17.33,10.67
Mi Instan Rasa Soto Mi,100 g,453.33,62.67,18.67,9.33
Mi Instan Kuah Rasa Soto,100 g,362.5,56.25,10.0,11.25
Sate Padang,100 g,161.0,6.79,6.63,18.01
Beef Broccoli Fried Rice,100 g,223.33,21.67,10.0,10.83
Ayam Spesial Jamur,100 g,162.0,15.0,2.0,20.0
Lemon Pepper Chicken,100 g,113.33,0.83,0.83,23.33
Kurma Khalas,100 g,325.0,76.0,0.4,4.4
Hongkong Soya Chicken,100 g,144.17,3.33,3.33,23.33
Ayam Kungpao,100 g,297.78,15.56,13.33,25.56
Thai Basil Chicken,100 g,186.67,7.78,4.44,26.67
Ayam Krim Italia,100 g,133.33,5.56,5.56,15.56
Ceciwis Jamur,100 g,68.0,13.0,1.0,3.0
Mooyam Steak,100 g,140.0,4.0,4.67,20.0
Kurma Khenaizi,100 g,325.0,44.0,0.24,1.5
Ayam Ala Jepang,100 g,122.22,5.56,3.33,17.78
Ayam Sambal Matah,100 g,215.83,4.17,14.17,15.83
Mooyam Garlic,100 g,120.0,2.0,1.5,24.0
Cumi Cabe Hijau,100 g,304.0,10.0,21.0,17.0
Garlic Lime Rice,100 g,142.5,0.0,0.0,0.0
Ayam Kecombrang,100 g,202.5,2.5,7.5,28.75
Kacang Panjang Sapi,100 g,107.0,11.0,5.0,4.0
Truffle Mushroom Chicken,100 g,185.0,4.0,7.0,20.0
Creamy Miso Udon,100 g,240.0,33.0,9.0,6.0
Aglio Olio Pasta,100 g,132.5,6.67,11.67,0.83
Honey Garlic Chicken Bites,100 g,200.0,18.89,7.78,13.33
Mooyam Spicy,100 g,123.08,4.62,0.77,25.38
Pakcoy Tahu,100 g,60.0,5.0,1.5,5.0
Mie Goreng Jawa,100 g,190.83,35.0,4.17,9.17
Claypot Egg Tofu,100 g,125.0,10.0,7.0,6.0
Sapi Ala Mongolia,100 g,395.0,5.0,26.25,35.0
Stir Fried Tofu And Mushroom,100 g,139.0,8.0,11.0,3.0
Butter Spam Fried Rice,100 g,162.5,0.0,0.0,0.0
Italian Pesto Chicken,100 g,163.0,3.0,5.0,24.0
Honey Mustard Chicken,100 g,148.33,0.83,5.83,23.33
Kurma Lulu,100 g,325.0,76.0,0.4,4.4
Tini Wini Biti Rasa Sate Ayam,100 g,500.0,66.67,20.83,8.33
Kimchi Fried Rice,100 g,222.0,27.0,9.0,6.0
Sake,100 ml,132.0,4.92,0.0,0.49
Jeju Choco Late,100 ml,66.67,8.89,2.22,2.22
Biskuit Rasa Sate,100 g,470.59,70.59,17.65,5.88
Mooyam Original,100 g,130.43,0.0,2.17,26.96
Mooyam Tomato Chili,100 g,140.0,7.33,2.67,21.33
Coffee-Mate,100 g,500.0,60.0,30.0,0.0
Cajun Butter Chicken,100 g,145.0,0.83,4.17,23.33
Dada Ayam Asap,100 g,130.0,0.0,2.0,27.0
Mooyam Meatballs,100 g,120.0,3.0,6.0,15.0
Pentol,100 g,269.0,17.23,15.88,13.74
Bakso Kuah,100 g,134.62,4.81,3.85,20.19
Bakso Urat,100 g,123.08,12.31,3.85,12.31
Bakso Sapi Kuah,100 g,158.33,10.0,7.5,11.67
Bakso Polos,100 g,138.46,4.62,4.62,20.0
Bakso Sapi Kasar/Urat,100 g,160.0,12.0,9.0,10.0
Bakso Ayam,100 g,160.0,12.0,8.0,9.0
Bakso Sapi & Ayam,100 g,121.21,6.06,3.03,21.21
Bakso,100 g,325.0,9.2,2.5,4.1
Baso Ikan,100 g,100.0,15.0,0.0,10.0
Swedish Meatballs,100 g,240.51,5.06,17.72,13.92
Bakso Gochujang,100 g,127.27,7.27,4.55,16.36
Bakso Keju,100 g,183.33,6.67,6.67,21.67
Bakso Hot,100 g,163.64,10.91,7.27,14.55
Rasa Bakso Sapi,100 g,360.0,80.0,4.0,4.0
Bakso Daging Ayam Keju (Ready To Go),100 g,116.67,6.67,5.83,11.67
Probites Bakso Sweet & Spicy,100 g,116.67,8.33,3.33,11.67
Fish Roll,100 g,160.0,22.0,3.0,10.0
Bakso Daging Ayam,100 g,270.0,21.0,17.0,8.0
Fish Scallop,100 g,208.33,33.33,8.33,8.33
Fish Ball,100 g,125.0,15.0,5.0,5.0
Bakso Ikan Besar,100 g,125.0,15.0,5.0,10.0
Chikuwa Mini,100 g,150.0,20.0,2.5,15.0
Bakso Original,100 g,145.83,8.33,9.38,16.67
Scallop,100 g,100.0,16.0,1.0,10.0
Bakso Daging Ayam Saus Barbekiu,100 g,140.0,10.0,6.0,14.0
Bakso Serba Guna,100 g,107.69,4.62,2.31,18.46
Bakso Ikan Dan Udang,100 g,166.67,16.67,12.5,8.33
Baso Ikan Dan Udang,100 g,166.67,16.67,12.5,8.33
Bola Lobster,100 g,170.0,18.0,7.0,8.0
Bakso Bayam,100 g,219.0,29.0,8.0,11.0
Bakso Ikan Pedas,100 g,177.78,13.33,10.0,8.89
Bakso Cumi,100 g,175.0,20.0,7.5,10.0
Tofu Fish Cake,100 g,225.0,15.0,17.5,10.0
Bakso Ayam Keju,100 g,191.67,11.67,9.17,14.17
Bakso Ikan Kuah,100 g,108.33,17.5,0.0,10.83
Bakso Sosis,100 g,160.0,9.0,8.0,13.0
Bumbu Kuah Bakso,100 g,200.0,20.0,10.0,6.67
Yong Tofu,100 g,150.0,10.0,9.0,8.0
Bakso Sb Premium,100 g,138.46,3.08,5.38,21.54
Chicken Ball,100 g,160.0,12.0,8.0,9.0
Bola Kepiting,100 g,170.0,19.0,7.0,8.0
Cuanki,100 g,520.0,52.0,32.0,4.0
Tepung Bakso Goreng,100 g,257.14,60.0,0.0,2.86
Baso Spesial,100 g,467.53,54.55,22.08,11.69
Baso Aci Geprek,100 g,368.0,50.16,14.97,8.12
Bakso Daging Sapi Dan Ayam Kombinasi,100 g,160.0,14.0,7.0,10.0
Bubur Sumsum,100 g,174.0,33.79,3.57,1.97
Bubur Candil,100 g,84.0,18.53,1.05,0.46
Bubur Ketan Hitam,100 g,241.0,45.37,5.39,2.97
Bubur Instan Rasa Ayam,100 g,377.78,71.11,6.67,6.67
Bubur Spesial 3 Kombinasi,100 g,39.97,6.0,1.0,2.0
Bubur Ayam,100 g,69.18,10.68,1.76,2.15
Bubur Sereal Multigrain,100 g,406.25,84.38,3.12,9.38
Susu Bubuk Full Cream,100 g,320.0,40.0,28.0,20.0
Coklat Bubuk,100 g,400.0,50.0,13.33,20.0
Susu Bubuk Cokelat,100 g,16000.0,2500.0,500.0,500.0
Kakao Bubuk,100 g,400.0,53.33,10.0,23.33
Bubur Tim Salmon Norwegia,100 g,400.0,80.0,6.0,12.0
Bubur Bayi Pisang Susu,100 g,400.0,70.0,7.5,15.0
Sun Bubur Beras Merah,100 g,400.0,80.0,5.0,10.0
Lada Putih Bubuk,100 g,333.33,66.67,0.0,0.0
Bubur Shirataki (Keju),100 g,60.0,8.0,3.0,0.0
Mp-Asi Bubur Bayi,100 g,400.0,70.0,5.0,15.0
Cabe Bubuk,100 g,500.0,66.67,0.0,0.0
Bubur Bayi,100 g,425.0,72.5,10.0,12.5
Super Bubur Dengan Kuah Kari,100 g,413.04,78.26,7.61,6.52
Bubuk Protein,100 g,401.0,49.0,9.0,31.0
Bubur Shirataki Rasa Ayam Jamur,100 g,60.0,8.0,2.0,2.0
Bubur Aneka Kacang,100 g,120.0,21.5,2.25,3.5
Susu Skim Bubuk,100 g,366.67,56.67,0.0,30.0
Kopi Bubuk,100 g,500.0,100.0,0.0,0.0
Bubuk Kedelai Murni,100 g,400.0,46.0,7.0,28.0
Kakao Bubuk (Tanpa Gula),100 g,229.0,54.3,13.7,19.6
Matcha Bubuk,100 g,400.0,93.33,0.0,6.67
Super Bubur,100 g,422.22,71.11,6.67,6.67
Susu Bubuk,100 g,425.0,67.5,8.75,17.5
Super Bubur Rasa Ayam,100 g,377.78,71.11,6.67,6.67
Susu Bubuk Kompleta,100 g,371.43,65.71,4.29,14.29
Kacang Kedelai Bubuk,100 g,450.0,30.0,22.5,40.0
