Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g),Kategori,is_seafood,is_peanut,is_dairy,protein_to_calorie_ratio,is_low_calorie,is_low_fat,is_low_carb,is_high_carb,is_high_protein,Kalori (kkal)_scaled,Karbohidrat (g)_scaled,Lemak (g)_scaled,Protein (g)_scaled,protein_to_calorie_ratio_scaled
Asan Kandis Kering,100 g,261,63.3,1.6,0.9,Masakan,0,0,0,0.003448276,0,1,0,1,0,0.334916354,1.264148867,-0.833267429,-1.459342228,-1.42319497
Asam Kandis Segar,100 g,75,16.1,1.1,0.2,Masakan,0,0,0,0.002666667,1,1,0,1,0,-1.182838937,-0.055582686,-1.015200769,-1.804074432,-1.460757587
Asam Masak Pohon Segar,100 g,267,62.5,0.6,2.8,Masakan,0,0,0,0.010486891,0,1,0,1,0,0.368708541,1.249367586,-1.244450064,-0.86893127,-1.10352867
Coklat Manis Batang,100 g,527,62.7,29.8,2,Masakan,0,0,0,0.003795066,0,0,0,0,0,1.503893281,1.253075654,1.398325871,-1.08045143,-1.406665716
Bawang Merah Segar,100 g,46,9.2,0.3,1.5,Masakan,0,0,0,0.032608696,1,1,1,1,0,-1.627239691,-0.456636808,-1.417706418,-1.236259672,-0.286385471
Bawang Putih Segar,100 g,112,23.1,0.2,4.5,Masakan,0,0,0,0.040178571,0,1,0,1,0,-0.760525714,0.242959626,-1.484084077,-0.515272701,-0.060944063
Boros Kunci Segar,100 g,40,7.2,0.8,1,Masakan,0,0,0,0.025,1,1,1,1,0,-1.741478157,-0.610139782,-1.145483002,-1.41866166,-0.538750148
Boros Laja Lengkuas Segar,100 g,26,4.7,0.3,1,Masakan,0,0,0,0.038461538,1,1,1,1,0,-2.061266812,-0.846890065,-1.417706418,-1.41866166,-0.109986418
Cabai Gembor Merah Segar,100 g,38,6.3,0.8,1.6,Masakan,0,0,0,0.042105263,1,1,1,1,0,-1.782068181,-0.68833518,-1.145483002,-1.203266726,-0.007307213
Cabai Hijau Segar,100 g,26,5.2,0.3,0.7,Masakan,0,0,0,0.026923077,1,1,1,1,0,-2.061266812,-0.794172864,-1.417706418,-1.545997559,-0.472359045
Cabai Merah Kering,100 g,367,61.8,6.2,15.9,Masakan,0,0,0,0.043324251,0,0,0,1,0,0.868781192,1.236321499,0.057691496,0.752328804,0.025884999
Cabai Merah Segar,100 g,36,7.3,0.3,1,Masakan,0,0,0,0.027777778,1,1,1,1,0,-1.824094957,-0.601846702,-1.417706418,-1.41866166,-0.443431783
Keju,100 g,326,13.1,20.3,22.8,Masakan,0,0,1,0.06993865,0,0,0,0,1,0.676502932,-0.211809907,1.05019198,1.205312256,0.626247379
Telur Penyu Segar,100 g,136,2.7,10.1,8.6,Lauk,0,0,0,0.063235294,0,0,1,0,1,-0.535179144,-1.099945796,0.448264269,0.074738881,0.49519378
Telur Burung Puyuh Segar,100 g,116,1.6,7,10.7,Lauk,0,0,0,0.092241379,0,0,1,0,1,-0.720851225,-1.286001906,0.152091854,0.302254166,0.985313618
Telur Ayam Dadar Masakan,100 g,251,1.4,19.4,16.3,Lauk,0,0,0,0.064940239,0,0,1,0,1,0.27741072,-1.325831603,1.009798558,0.782207791,0.529679666
Telur Bebek Dadar Masakan,100 g,301,0,23.7,20,Lauk,0,0,0,0.066445183,0,0,1,0,1,0.551100529,-1.710248162,1.189325511,1.035752511,0.559455136
Bayau Mi Balu Masakan,100 g,313,44.8,12.2,6,Masakan,0,0,0,0.019169329,0,0,0,0,0,0.612138027,0.88052417,0.606649805,-0.268650804,-0.751585063
Cucuru Bayau Masakan,100 g,349,38.3,18.7,6.8,Masakan,0,0,0,0.019484241,0,0,0,0,0,0.786253751,0.71849145,0.977184295,-0.153673337,-0.739629464
Kalio Telur Masakan,100 g,193,9.7,12.4,10.6,Lauk,0,0,0,0.05492228,0,0,1,0,1,-0.090961568,-0.42176818,0.620451308,0.29217584,0.314909103
Hangop,100 g,65,3.5,1,10,Masakan,0,0,0,0.153846154,1,1,1,0,1,-1.320501216,-0.988921931,-1.056529506,0.230238998,1.567210946
Salmon Dried,100 g,397,0,13.75,64.06,Masakan,1,0,0,0.161360202,0,0,1,0,1,1.000446015,-1.710248162,0.708757745,2.750690107,1.611466955
Kwark Quark,100 g,242,3,17,19,Masakan,0,0,0,0.078512397,0,0,1,0,1,0.224317627,-1.056419784,0.893113136,0.970907345,0.777261961
Kelapa Setengah Tua Daging Segar,100 g,180,10,15,4,Lauk,0,0,0,0.022222222,0,0,1,0,0,-0.183548121,-0.401417191,0.783878293,-0.609198585,-0.637929491
Kelapa Tua Daging Segar,100 g,359,14,34.7,3.4,Lauk,0,0,0,0.009470752,0,0,0,0,0,0.832448135,-0.162571036,1.539236117,-0.732130069,-1.14768207
Lemak Babi Bacon,100 g,626,1.1,65,9.1,Masakan,0,0,0,0.014536741,0,0,1,0,0,1.83316774,-1.390415266,2.135422175,0.132192242,-0.933871085
Lemak Ikan,100 g,372,14.4,29.4,12,Lauk,1,0,0,0.032258065,0,0,0,0,0,0.891218194,-0.141381002,1.385892231,0.427518936,-0.297424633
Lemak Kerbau Lemak Sapi,100 g,818,0,90,1.5,Lauk,0,0,0,0.001833741,0,0,1,0,0,2.382614127,-1.710248162,2.45335885,-1.236259672,-1.501261415
Burrito With Beans Meatless,100 g,217,21.04,10.56,9.78,Masakan,0,0,0,0.045069124,0,0,0,0,0,0.069471347,0.162570397,0.485276006,0.206867417,0.072418929
Taco Shell Corn,100 g,476,63.49,21.79,6.41,Masakan,0,0,0,0.013466387,0,0,0,0,0,1.31766113,1.26763958,1.113605194,-0.208513161,-0.977748875
Taco Shell Flour,100 g,511,53.2,29.07,8.83,Masakan,0,0,0,0.017279843,0,0,0,0,0,1.446833098,1.066598628,1.375516027,0.101450531,-0.824467758
Burrito With Meat,100 g,242,14.44,14.48,13.03,Masakan,0,0,0,0.053842975,0,0,0,0,1,0.224317627,-0.139284292,0.753335265,0.519995603,0.289941811
Burrito With Meat And Beans,100 g,229,17.83,12.46,11.36,Masakan,0,0,0,0.049606987,0,0,0,0,0,0.145220923,0.025527814,0.624553325,0.367136368,0.188245712
Burrito With Meat And Beans From Fast Food,100 g,180,23.37,6.8,7.03,Masakan,0,0,0,0.039055556,0,0,0,0,0,-0.183548121,0.253117917,0.129368803,-0.122328177,-0.092885461
Burrito With Meat And Sour Cream,100 g,236,13.09,15.15,11.57,Masakan,0,0,0,0.049025424,0,0,0,0,0,0.188177318,-0.212369791,0.792512289,0.38721301,0.173808916
Burrito With Meat Beans And Sour Cream,100 g,225,16.06,13.39,10.16,Masakan,0,0,0,0.045155556,0,0,0,0,0,0.120275246,-0.057527909,0.685990943,0.247008377,0.074694482
Burrito With Meat Beans And Sour Cream From Fast Food,100 g,209,26.78,7.86,8.56,Masakan,0,0,0,0.040956938,0,0,0,0,0,0.017387351,0.374818255,0.243983288,0.070042505,-0.039100005
Tortilla Whole Wheat,100 g,310,45.89,9.76,9.76,Masakan,0,0,0,0.031483871,0,0,0,0,0,0.597028981,0.906014534,0.419951783,0.204724322,-0.321994583
Burrito With Beans Meatless From Fast Food,100 g,205,31.23,6.05,7.35,Masakan,0,0,0,0.035853659,0,0,0,1,0,-0.009160265,0.518133025,0.038879235,-0.079863101,-0.186784178
Raisins Raw,100 g,299,79.18,0.46,3.07,Masakan,0,0,0,0.010267559,0,1,0,1,0,0.540768552,1.532998201,-1.321044772,-0.805426634,-1.113004145
Raisins Cooked,100 g,219,57.38,0.21,1.43,Masakan,0,0,0,0.00652968,0,1,0,1,0,0.08228927,1.15138263,-1.477212641,-1.259973025,-1.279212356
Cherries Sweet Raw,100 g,63,16.01,0.2,1.06,Masakan,0,0,0,0.016825397,1,1,0,1,0,-1.349705695,-0.059964149,-1.484084077,-1.395009841,-0.842294766
Juneberry Raw,100 g,57,14.49,0.33,0.74,Masakan,0,0,0,0.012982456,1,1,0,1,0,-1.441211673,-0.136669,-1.398744955,-1.528052734,-0.997810911
Kiwi Fruit Raw,100 g,61,14.66,0.52,1.14,Masakan,0,0,0,0.018688525,1,1,0,1,0,-1.379535591,-0.127823061,-1.287393242,-1.364296605,-0.769943506
Lychee Raw,100 g,66,16.53,0.44,0.83,Masakan,0,0,0,0.012575758,1,1,0,1,0,-1.30612357,-0.034879407,-1.332556663,-1.488824603,-1.014780123
Chia Seeds,100 g,534,28.88,42.16,18.29,Masakan,0,0,0,0.034250936,0,0,0,0,0,1.528488761,0.444399186,1.721669484,0.923313525,-0.235406151
Biji Labu Pumpkin Seeds Unsalted,100 g,574,14.71,49.05,29.84,Masakan,0,0,0,0.051986063,0,0,0,0,1,1.665004606,-0.125234725,1.865091606,1.571510552,0.246099482
Biji Bunga Matahari Sunflower Seeds Plain Unsalted,100 g,582,24.07,49.8,19.33,Masakan,0,0,0,0.033213058,0,0,0,0,0,1.691529056,0.279075164,1.879545219,0.992580581,-0.267486334
Biji Bunga Matahari Sunflower Seeds Plain Salted,100 g,575,23.78,49.21,19.1,Masakan,0,0,0,0.033217391,0,0,0,0,0,1.668333788,0.268386769,1.868192357,0.977504284,-0.267351423
Biji Bunga Matahari Sunflower Seeds Flavored,100 g,567,25.93,47.54,18.45,Masakan,0,0,0,0.032539683,0,0,0,0,0,1.641589716,0.345555245,1.835351844,0.934156786,-0.288553919
Tahini,100 g,595,21.19,53.76,17,Masakan,0,0,0,0.028571429,0,0,0,0,0,1.734109939,0.168605802,1.952628856,0.833222834,-0.416884534
Mixed Seeds,100 g,580,21.73,49.61,21.96,Masakan,0,0,0,0.037862069,0,0,0,0,0,1.684921191,0.190088567,1.875903051,1.15615729,-0.12739026
Pear Raw,100 g,57,15.23,0.14,0.36,Masakan,0,0,0,0.006315789,1,1,0,1,0,-1.441211673,-0.09866775,-1.526500886,-1.713597427,-1.288999214
Garlic Bread From Fast Food Restaurant,100 g,349,41.64,16.58,8.34,Masakan,0,0,0,0.023896848,0,0,0,0,0,0.786253751,0.804018659,0.871172551,0.043934704,-0.577666338
Croissant,100 g,406,45.8,21,8.2,Masakan,0,0,0,0.020197044,0,0,0,0,0,1.038627654,0.903926386,1.080495119,0.027069681,-0.712766914
Croissant Keju,100 g,414,47,20.9,9.2,Masakan,0,0,1,0.022222222,0,0,0,0,0,1.072089273,0.931529797,1.076223088,0.143415337,-0.637929491
Croissant Chocolate,100 g,421,49.4,22.79,7.4,Masakan,0,0,0,0.017577197,0,0,0,0,0,1.101011317,0.985252786,1.153975732,-0.073343179,-0.81286618
Croissant Fruit,100 g,396,46.99,19.78,7.77,Masakan,0,0,0,0.019621212,0,0,0,0,0,0.996167609,0.931301871,1.027057581,-0.026014462,-0.734446215
Tortilla Plain,100 g,262,47.01,5.42,6.95,Masakan,0,0,0,0.026526718,0,0,0,1,0,0.340584558,0.931757688,-0.044560201,-0.13315041,-0.485893964
Tortilla Corn,100 g,218,44.64,2.85,5.7,Masakan,0,0,0,0.026146789,0,1,0,1,0,0.075890228,0.876745124,-0.49448733,-0.314420551,-0.498939876
Tortilla Flour,100 g,306,49.38,7.99,8.2,Masakan,0,0,0,0.026797386,0,0,0,1,0,0.576729106,0.984812929,0.257125112,0.027069681,-0.476642878
Nasi Ayam Woku,100 g,160,24.4,2.4,9.6,Lauk,0,0,0,0.06,0,1,0,1,1,-0.335231182,0.291128073,-0.602373513,0.187466674,0.427482489
Nasi Tiwul,100 g,147,35.08,0.26,1.25,Masakan,0,0,0,0.008503401,0,1,0,1,0,-0.440812686,0.630829773,-1.443650574,-1.32349695,-1.190324887
Iwel Iwel,100 g,226,40,6.08,3.13,Masakan,0,0,0,0.013849558,0,0,0,1,0,0.126539548,0.762662245,0.042672139,-0.791763337,-0.961963238
Nasi Uduk Komplit,100 g,136,14,3.43,12.29,Masakan,0,0,0,0.090367647,0,0,0,0,1,-0.535179144,-0.162571036,-0.371995886,0.454118157,0.959135913
Nasi Goreng Tanpa Daging,100 g,151,20.97,5.48,4.23,Lauk,0,0,0,0.028013245,0,0,0,0,0,-0.407678549,0.15974356,-0.036283429,-0.565123157,-0.435524162
Nasi Samin,100 g,207,36.72,5.36,4.47,Masakan,0,0,0,0.021594203,0,0,0,1,0,0.004156805,0.67616366,-0.052911344,-0.520716035,-0.660904861
Nasi Hitam,100 g,260,50.59,2.9,7.87,Masakan,0,0,0,0.030269231,0,1,0,1,0,0.329233466,1.011196907,-0.483254641,-0.013490982,-0.361091365
Brondong Ketan,100 g,380,86,1.5,6,Masakan,0,0,0,0.015789474,0,1,0,1,0,0.926697087,1.636510912,-0.866802623,-0.268650804,-0.883370994
Japanese Teriyaki Bento,100 g,126.67,17.67,4,4.67,Masakan,0,0,0,0.036867451,0,0,0,0,0,-0.619333018,0.018261478,-0.265747556,-0.484857508,-0.15659303
Nasi Goreng Cina,100 g,151,18.95,5.61,5.67,Masakan,0,0,0,0.037549669,0,0,0,0,0,-0.407678549,0.075163849,-0.018599213,-0.319084955,-0.136518423
Ronde,100 g,308,68.39,0.45,5.57,Masakan,0,0,0,0.018084416,0,1,0,1,0,0.586901311,1.355164723,-1.32678172,-0.334752189,-0.793190764
Nasi Coklat,100 g,116,24.51,0.73,2.47,Masakan,0,0,0,0.021293103,0,1,0,1,0,-0.720851225,0.295120179,-1.178867512,-0.95152118,-0.671993841
Rum Cooler,100 g,68,10.07,0,0,Masakan,0,0,0,0,1,1,0,0,0,-1.277798962,-0.396727329,-1.634431737,-1.931501751,-1.592191924
Markisa,100 g,97,23.38,0.7,2.2,Masakan,0,0,0,0.022680412,1,1,0,1,0,-0.918402731,0.253492561,-1.193572707,-1.023787109,-0.621297141
Kerang Clams Raw,100 g,86,3.57,0.96,14.67,Masakan,1,0,0,0.170581395,1,1,1,0,1,-1.044937642,-0.979918063,-1.073617344,0.656852639,1.66034792
Blackberries Raw,100 g,43,9.61,0.49,1.39,Masakan,0,0,0,0.032325581,1,1,1,1,0,-1.683037745,-0.427955005,-1.304056871,-1.27376387,-0.295294679
Pear Japanese Raw,100 g,42,10.65,0.23,0.5,Masakan,0,0,0,0.011904762,1,1,0,1,0,-1.70220912,-0.358681869,-1.463631325,-1.641015389,-1.042996182
Persimmon Raw,100 g,70,18.59,0.19,0.58,Masakan,0,0,0,0.008285714,1,1,0,1,0,-1.250025583,0.059437423,-1.491010541,-1.601886641,-1.200003849
Plum Raw,100 g,46,11.42,0.28,0.7,Masakan,0,0,0,0.015217391,1,1,0,1,0,-1.627239691,-0.310263158,-1.430581492,-1.545997559,-0.906319507
Plum Cooked Or Canned,100 g,89,23.24,0.1,0.36,Masakan,0,0,0,0.004044944,1,1,0,1,0,-1.009400232,0.248237249,-1.555982788,-1.713597427,-1.394807442
Plum Cooked Or Canned Drained Solids,100 g,89,23.12,0.14,0.44,Masakan,0,0,0,0.00494382,1,1,0,1,0,-1.009400232,0.243714946,-1.526500886,-1.671445321,-1.352505725
Plum Pickled,100 g,123,30.8,0.19,0.48,Masakan,0,0,0,0.003902439,0,1,0,1,0,-0.653578368,0.504943117,-1.491010541,-1.651051405,-1.401564903
Berries Raw,100 g,32,7.68,0.3,0.67,Masakan,0,0,0,0.0209375,1,1,1,1,0,-1.913010946,-0.570985868,-1.417706418,-1.559673715,-0.685151954
Berries Frozen,100 g,51,12.17,0.64,0.42,Masakan,0,0,0,0.008235294,1,1,0,1,0,-1.539381651,-0.265175006,-1.223743505,-1.681808542,-1.202250038
Biji Labu Pumpkin Seeds Salted,100 g,567,14.54,48.47,29.49,Masakan,0,0,0,0.052010582,0,0,0,0,1,1.641589716,-0.134059892,1.853771288,1.554938382,0.246685804
Cranberries Raw,100 g,46,11.97,0.13,0.46,Masakan,0,0,0,0.01,1,1,0,1,0,-1.627239691,-0.277010424,-1.533777424,-1.661193846,-1.124603921
Cranberries Cooked Or Canned,100 g,159,40.4,0.15,0.9,Masakan,0,0,0,0.005660377,0,1,0,1,0,-0.343143114,0.77285951,-1.519285188,-1.459342228,-1.319178971
Loganberries Raw,100 g,55,13.02,0.31,1.52,Masakan,0,0,0,0.027636364,1,1,0,1,0,-1.473136005,-0.216297161,-1.411339811,-1.229579716,-0.448193621
Oysters Tiram Steamed,100 g,102,5.42,3.4,11.37,Masakan,0,0,0,0.111470588,0,0,1,0,1,-0.86406191,-0.771962397,-0.377944296,0.368098412,1.219309604
Cumicumi Coated Baked Or Broiled Fat Not Added In Cooking,100 g,156,15.7,2.06,17.17,Masakan,0,0,0,0.110064103,0,1,0,0,1,-0.367081896,-0.075187246,-0.693373741,0.845377931,1.204143659
Cumicumi Steamed Or Boiled,100 g,183,6.13,2.75,31.02,Masakan,0,0,0,0.169508197,0,1,1,0,1,-0.161791579,-0.703890371,-0.517377856,1.626322155,1.654945581
Cumicumi Dried,100 g,348,11.65,5.22,58.94,Masakan,0,0,0,0.169367816,0,0,0,0,1,0.78158533,-0.296228646,-0.072694383,2.611575777,1.654233538
Cumicumi Pickled,100 g,93,2.96,1.32,14.93,Masakan,0,0,0,0.160537634,1,1,1,0,1,-0.963245013,-1.062081808,-0.930538242,0.677510036,1.606824665
Cumicumi Canned,100 g,106,3.54,1.59,17.9,Masakan,0,0,0,0.168867925,0,1,1,0,1,-0.821863196,-0.983764389,-0.836564875,0.896585893,1.651687775
Oysters Tiram Raw,100 g,51,2.72,1.71,5.71,Masakan,0,0,0,0.111960784,1,1,1,0,1,-1.539381651,-1.096965099,-0.797775754,-0.312869373,1.224529571
Oysters Tiram Cooked,100 g,195,12.62,12.22,8.16,Masakan,0,0,0,0.041846154,0,0,0,0,0,-0.077094303,-0.239019529,0.60803893,0.022214327,-0.014436173
Oysters Tiram Baked Or Broiled Fat Not Added In Cooking,100 g,63,3.44,2.1,7.02,Masakan,0,0,0,0.111428571,1,1,1,0,1,-1.349705695,-0.996721664,-0.682178855,-0.123676341,1.218860607
Cumicumi Coated Baked Or Broiled Fat Added In Cooking,100 g,198,15.01,7.44,16.42,Masakan,0,0,0,0.082929293,0,0,0,0,1,-0.056472143,-0.109830298,0.200226669,0.79106627,0.848450659
Oysters Tiram Coated Baked Or Broiled Fat Added In Cooking,100 g,160,14.69,7.74,7.43,Masakan,0,0,0,0.0464375,0,0,0,0,0,-0.335231182,-0.126269333,0.231687521,-0.069445753,0.108123823
Oysters Tiram Coated Baked Or Broiled Fat Not Added In Cooking,100 g,117,15.36,2.38,7.77,Masakan,0,0,0,0.066410256,0,1,0,0,1,-0.711076685,-0.092123775,-0.607479993,-0.026014462,0.558771074
Oysters Tiram Canned,100 g,74,4.25,2.68,7.67,Masakan,0,0,0,0.103648649,1,1,1,0,1,-1.196031136,-0.897320225,-0.533751523,-0.038649904,1.13127539
Oysters Tiram Smoked,100 g,82,4.38,2.76,9.2,Masakan,0,0,0,0.112195122,1,1,1,0,1,-1.093637336,-0.882435967,-0.515062678,0.143415337,1.227013082
Scallops Kerang Baked Or Broiled Fat Added In Cooking,100 g,114,3.89,4.17,14.39,Masakan,1,0,0,0.12622807,0,0,1,0,1,-0.740571526,-0.939999934,-0.236300954,0.634304818,1.362637354
Scallops Kerang Baked Or Broiled Fat Not Added In Cooking,100 g,85,4,0.6,14.81,Masakan,1,0,0,0.174235294,1,1,1,0,1,-1.056967854,-0.926721128,-1.244450064,0.668008811,1.678206794
Scallops Kerang Steamed Or Boiled,100 g,137,6.33,0.98,24.01,Masakan,1,0,0,0.175255474,0,1,1,0,1,-0.526392581,-0.685617798,-1.065032123,1.273791323,1.683049251
Scallops Kerang Coated Baked Or Broiled Fat Added In Cooking,100 g,177,15.1,6.63,13.21,Masakan,1,0,0,0.074632768,0,0,0,0,1,-0.205550513,-0.105250286,0.109611381,0.535608388,0.71111038
Tuna Fresh Dried,100 g,341,0,1.53,76.25,Masakan,1,0,0,0.223607038,0,1,1,0,1,0.748649757,-1.710248162,-0.856609209,3.050407719,1.854918521
Salmon Canned,100 g,137,0,5.48,20.55,Masakan,1,0,0,0.15,0,0,1,0,1,-0.526392581,-1.710248162,-0.036283429,1.070395722,1.542872319
Salmon Smoked,100 g,117,0,4.32,18.28,Masakan,1,0,0,0.156239316,0,0,1,0,1,-0.711076685,-1.710248162,-0.211078367,0.922633494,1.581765653
Tuna Fresh Raw,100 g,109,0,0.49,24.4,Masakan,1,0,0,0.223853211,0,1,1,0,1,-0.79091091,-1.710248162,-1.304056871,1.295311577,1.855560727
Tuna Fresh Baked Or Broiled Fat Added In Cooking,100 g,166,0.1,4.28,29.85,Masakan,1,0,0,0.179819277,0,0,1,0,1,-0.288445885,-1.672614551,-0.217737174,1.57198188,1.703974445
Tuna Fresh Baked Or Broiled Fat Not Added In Cooking,100 g,138,0.1,0.62,30.73,Masakan,1,0,0,0.222681159,0,1,1,0,1,-0.517649074,-1.672614551,-1.234035613,1.612999548,1.852486099
Tuna Fresh Coated Baked Or Broiled Fat Added In Cooking,100 g,218,12.52,6.8,25.08,Masakan,1,0,0,0.115045872,0,0,0,0,1,0.075890228,-0.244776456,0.129368803,1.332224904,1.256619782
Tuna Fresh Coated Baked Or Broiled Fat Not Added,100 g,177,13.1,1.25,26.22,Masakan,1,0,0,0.148135593,0,1,0,0,1,-0.205550513,-0.211809907,-0.956611155,1.392457299,1.530638364
Tuna Fresh Steamed Or Poached,100 g,137,0,0.62,30.68,Masakan,1,0,0,0.223941606,0,1,1,0,1,-0.526392581,-1.710248162,-1.234035613,1.610692949,1.855790867
Scallops Kerang Coated Baked Or Broiled Fat Not Added In Cooking,100 g,134,15.8,1.22,13.82,Masakan,1,0,0,0.103134328,0,1,0,0,1,-0.552883568,-0.070254089,-0.968023735,0.58739592,1.125160949
Tuna Fresh Smoked,100 g,200,0,10.04,25.54,Masakan,1,0,0,0.1277,0,0,1,0,1,-0.042840854,-1.710248162,0.443328805,1.356771846,1.375475619
Gurita Steamed Kukus,100 g,163,4.37,2.07,29.62,Masakan,0,0,0,0.181717791,0,1,1,0,1,-0.311693483,-0.883571485,-0.690561946,1.561111009,1.712335637
Gurita Dried,100 g,311,8.34,3.94,56.52,Masakan,0,0,0,0.181736334,0,0,1,0,1,0.602076265,-0.519663202,-0.276369726,2.542570617,1.712416335
Gurita Dried Boiled,100 g,163,4.38,2.07,29.69,Masakan,0,0,0,0.182147239,0,1,1,0,1,-0.311693483,-0.882435967,-0.690561946,1.564426263,1.714199805
Gurita Smoked,100 g,164,4.4,2.08,29.82,Masakan,0,0,0,0.181829268,0,1,1,0,1,-0.303912488,-0.880169565,-0.687758903,1.570567536,1.712820495
Cumicumi Raw,100 g,92,3.08,1.38,15.58,Masakan,0,0,0,0.169347826,1,1,1,0,1,-0.974657041,-1.045219164,-0.908782513,0.728025569,1.654132042
Cumicumi Baked Or Broiled Fat Added In Cooking,100 g,142,3.77,5.23,18.59,Masakan,0,0,0,0.130915493,0,0,1,0,1,-0.483095397,-0.954738185,-0.071267245,0.943587673,1.402682187
Cumicumi Baked Or Broiled Fat Not Added In Cooking,100 g,113,3.88,1.7,19.14,Masakan,0,0,0,0.169380531,0,1,1,0,1,-0.750518955,-0.941217925,-0.800944743,0.980135888,1.654298082
Pecans Unsalted,100 g,697,13.44,72.81,8.9,Masakan,0,0,0,0.01276901,0,0,0,0,0,2.048141419,-0.192944799,2.245627291,0.109483278,-1.006704349
Peanuts Unroasted,100 g,567,16.13,49.24,25.8,Masakan,0,0,0,0.045502646,0,0,0,0,0,1.641589716,-0.054125957,1.868772695,1.370499638,0.083804927
Peanuts Roasted Salted,100 g,599,15.26,52.5,28.03,Masakan,0,0,0,0.046794658,0,0,0,0,0,1.747084941,-0.097154199,1.929939376,1.484163945,0.117331038
Peanuts Dry Roasted Salted,100 g,587,21.26,49.66,24.35,Masakan,0,0,0,0.041482112,0,0,0,0,0,1.707981761,0.171412088,1.876862784,1.292567046,-0.024496157
Peanuts Dry Roasted Lightly Salted,100 g,584,21.15,49.41,24.23,Masakan,0,0,0,0.041489726,0,0,0,0,0,1.698121573,0.166999294,1.872055024,1.28596289,-0.024285233
Peanuts Honey Roasted,100 g,572,30.07,45.21,20.7,Masakan,0,0,0,0.036188811,0,0,0,0,0,1.658334447,0.482248217,1.787677948,1.079723961,-0.176755273
Pecans Salted,100 g,690,13.31,72.09,8.81,Masakan,0,0,0,0.012768116,0,0,0,0,0,2.027624949,-0.200119061,2.235946736,0.099147262,-1.006741661
Peanuts Boiled,100 g,318,21.26,22.01,13.5,Masakan,0,0,0,0.04245283,0,0,0,0,0,0.637103773,0.171412088,1.122630198,0.560440671,0.002214822
Pecans Honey Roasted,100 g,637,31.11,58.36,6.17,Masakan,0,0,0,0.009686028,0,0,0,0,0,1.867518171,0.51446517,2.031424396,-0.243390538,-1.138273444
Kacang Pinus Pine Nut,100 g,673,13.08,68.37,13.69,Snack,0,1,0,0.020341753,0,0,0,0,0,1.977205783,-0.212929967,2.18442893,0.576500674,-0.707346951
Kacang Pistachio Raw,100 g,572,28.28,45.82,21.05,Snack,0,1,0,0.036800699,0,0,0,0,0,1.658334447,0.424894962,1.800377649,1.101295705,-0.15856764
Kacang Pistachio Salted,100 g,576,27.16,46.98,20.22,Snack,0,1,0,0.035104167,0,0,0,0,0,1.671659055,0.3876884,1.82409694,1.049693814,-0.209384327
Kacang Pistachio Lightly Salted,100 g,579,27.3,47.21,20.32,Snack,0,1,0,0.035094991,0,0,0,0,0,1.681611474,0.392397922,1.828734627,1.055993499,-0.209662487
Kacang Pistachio Unsalted,100 g,581,27.43,47.44,20.42,Snack,0,1,0,0.035146299,0,0,0,0,0,1.688227048,0.396755772,1.833351185,1.062270163,-0.208107487
Walnuts Honey Roasted,100 g,612,31.01,53.8,10.25,Masakan,0,0,0,0.016748366,0,0,0,0,0,1.788852977,0.511400935,1.953340944,0.256358837,-0.845328112
Kacang Metes Salted,100 g,578,31.4,47.48,14.7,Snack,0,1,0,0.025432526,0,0,0,0,0,1.678297887,0.523312046,1.834151923,0.659249777,-0.523658538
Almonds Unroasted,100 g,579,21.55,49.93,21.15,Masakan,0,0,0,0.036528497,0,0,0,0,0,1.681611474,0.182969643,1.882029724,1.107409943,-0.16663909
Almonds Salted,100 g,601,20.18,53.43,20.13,Masakan,0,0,0,0.033494176,0,0,0,0,0,1.753550461,0.127373256,1.946735058,1.044004253,-0.25875049
Almonds Lightly Salted,100 g,604,20.28,53.7,20.23,Masakan,0,0,0,0.033493377,0,0,0,0,0,1.763221494,0.131519208,1.951559789,1.050324824,-0.258775267
Almonds Unsalted,100 g,607,20.38,53.96,20.33,Masakan,0,0,0,0.033492586,0,0,0,0,0,1.772860073,0.135650894,1.956184332,1.056622198,-0.258799799
Almonds Flavored,100 g,599,20.12,53.27,20.07,Masakan,0,0,0,0.033505843,0,0,0,0,0,1.747084941,0.124878789,1.943865138,1.040200695,-0.258388695
Almonds Honey Roasted,100 g,575,35.92,45.27,14.11,Masakan,0,0,0,0.02453913,0,0,0,0,0,1.668333788,0.654234147,1.788934192,0.611434486,-0.55493373
Kacang Brazil,100 g,659,11.74,67.1,14.32,Snack,0,1,0,0.021729894,0,0,0,0,0,1.935032794,-0.290787816,2.166233664,0.62861788,-0.655923228
Kacang Metes Unroasted,100 g,574,32.69,46.35,15.31,Snack,0,1,0,0.026672474,0,0,0,0,0,1.665004606,0.561976067,1.811283893,0.707233268,-0.480907761
Gurame Asem Manis Masakan,100 g,192,12.7,10.1,12.7,Masakan,0,0,0,0.066145833,0,0,0,0,1,-0.097931566,-0.234436269,0.448264269,0.490961402,0.553581453
Kacang Metes Lightly Salted,100 g,580,31.55,47.72,14.78,Snack,0,1,0,0.025482759,0,0,0,0,0,1.684921191,0.527865244,1.838943109,0.665624713,-0.521911868
Kacang Metes Unsalted,100 g,583,31.71,47.96,14.85,Snack,0,1,0,0.025471698,0,0,0,0,0,1.694827228,0.532705058,1.843711758,0.671182122,-0.522296352
